"SECONDS";"PID";"VALUE";"UNITS";
"55797.325103";"Intake manifold absolute pressure";"37";"kPa";
"55797.575103";"Short term fuel % trim - Bank 1";"0";"%";
"55797.809103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55798.046103";"Calculated boost";"-0.64325";"bar";
"55798.046103";"Intake manifold absolute pressure";"37";"kPa";
"55798.285103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55798.513103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55798.747103";"Calculated boost";"-0.62325";"bar";
"55798.747103";"Intake manifold absolute pressure";"39";"kPa";
"55798.966103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55799.212103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55799.429103";"Calculated boost";"-0.47325";"bar";
"55799.429103";"Intake manifold absolute pressure";"54";"kPa";
"55799.661103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55799.883103";"Long term fuel % trim - Bank 1";"0";"%";
"55800.110103";"Calculated boost";"-0.63325";"bar";
"55800.110103";"Intake manifold absolute pressure";"38";"kPa";
"55800.349103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55800.571103";"Long term fuel % trim - Bank 1";"0";"%";
"55800.812103";"Calculated boost";"-0.65325";"bar";
"55800.812103";"Intake manifold absolute pressure";"36";"kPa";
"55801.028103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55801.265103";"Long term fuel % trim - Bank 1";"0";"%";
"55801.506103";"Calculated boost";"-0.76325";"bar";
"55801.506103";"Intake manifold absolute pressure";"25";"kPa";
"55801.739103";"Short term fuel % trim - Bank 1";"0";"%";
"55801.973103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55802.190103";"Calculated boost";"-0.79325";"bar";
"55802.190103";"Intake manifold absolute pressure";"22";"kPa";
"55802.406103";"Short term fuel % trim - Bank 1";"0";"%";
"55802.627103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55802.848103";"Calculated boost";"-0.76325";"bar";
"55802.848103";"Intake manifold absolute pressure";"25";"kPa";
"55803.078103";"Short term fuel % trim - Bank 1";"0";"%";
"55803.322103";"Long term fuel % trim - Bank 1";"0";"%";
"55803.564103";"Calculated boost";"-0.66325";"bar";
"55803.564103";"Intake manifold absolute pressure";"35";"kPa";
"55803.793103";"Short term fuel % trim - Bank 1";"0";"%";
"55804.023103";"Long term fuel % trim - Bank 1";"0";"%";
"55804.266103";"Calculated boost";"-0.57325";"bar";
"55804.266103";"Intake manifold absolute pressure";"44";"kPa";
"55804.501103";"Short term fuel % trim - Bank 1";"0";"%";
"55804.775103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55805.000103";"Calculated boost";"-0.38325";"bar";
"55805.000103";"Intake manifold absolute pressure";"63";"kPa";
"55805.230103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55805.466103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55805.692103";"Calculated boost";"-0.44325";"bar";
"55805.692103";"Intake manifold absolute pressure";"57";"kPa";
"55805.923103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55806.161103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55806.413103";"Calculated boost";"-0.51325";"bar";
"55806.413103";"Intake manifold absolute pressure";"50";"kPa";
"55806.661103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"55806.883103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55807.125103";"Calculated boost";"-0.54325";"bar";
"55807.125103";"Intake manifold absolute pressure";"47";"kPa";
"55807.347103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55807.559103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55807.781103";"Calculated boost";"-0.74325";"bar";
"55807.781103";"Intake manifold absolute pressure";"27";"kPa";
"55808.014103";"Short term fuel % trim - Bank 1";"0";"%";
"55808.253103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55808.475103";"Calculated boost";"-0.26325";"bar";
"55808.475103";"Intake manifold absolute pressure";"75";"kPa";
"55808.695103";"Short term fuel % trim - Bank 1";"0";"%";
"55808.912103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55809.151103";"Calculated boost";"-0.22325";"bar";
"55809.151103";"Intake manifold absolute pressure";"79";"kPa";
"55809.366103";"Short term fuel % trim - Bank 1";"0";"%";
"55809.600103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55809.854103";"Calculated boost";"-0.27325";"bar";
"55809.854103";"Intake manifold absolute pressure";"74";"kPa";
"55810.086103";"Short term fuel % trim - Bank 1";"0";"%";
"55810.327103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55810.567103";"Calculated boost";"-0.41325";"bar";
"55810.567103";"Intake manifold absolute pressure";"60";"kPa";
"55810.797103";"Short term fuel % trim - Bank 1";"0";"%";
"55811.051103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55811.271103";"Calculated boost";"-0.46325";"bar";
"55811.271103";"Intake manifold absolute pressure";"55";"kPa";
"55811.493103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55811.719103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55811.965103";"Calculated boost";"-0.62325";"bar";
"55811.965103";"Intake manifold absolute pressure";"39";"kPa";
"55812.223103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55812.439103";"Long term fuel % trim - Bank 1";"0";"%";
"55812.660103";"Calculated boost";"-0.70325";"bar";
"55812.660103";"Intake manifold absolute pressure";"31";"kPa";
"55812.911103";"Short term fuel % trim - Bank 1";"0";"%";
"55813.148103";"Long term fuel % trim - Bank 1";"0";"%";
"55813.372103";"Calculated boost";"-0.69325";"bar";
"55813.372103";"Intake manifold absolute pressure";"32";"kPa";
"55813.597103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55813.862103";"Long term fuel % trim - Bank 1";"0";"%";
"55814.110103";"Calculated boost";"-0.67325";"bar";
"55814.110103";"Intake manifold absolute pressure";"34";"kPa";
"55814.338103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55814.561103";"Long term fuel % trim - Bank 1";"0";"%";
"55814.798103";"Calculated boost";"-0.66325";"bar";
"55814.798103";"Intake manifold absolute pressure";"35";"kPa";
"55815.045103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55815.321103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55815.547103";"Calculated boost";"-0.05325";"bar";
"55815.547103";"Intake manifold absolute pressure";"96";"kPa";
"55815.773103";"Short term fuel % trim - Bank 1";"0";"%";
"55816.004103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55816.216103";"Calculated boost";"-0.05325";"bar";
"55816.216103";"Intake manifold absolute pressure";"96";"kPa";
"55816.450103";"Short term fuel % trim - Bank 1";"0";"%";
"55816.697103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55816.942103";"Calculated boost";"-0.05325";"bar";
"55816.942103";"Intake manifold absolute pressure";"96";"kPa";
"55817.185103";"Short term fuel % trim - Bank 1";"0";"%";
"55817.428103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55817.659103";"Calculated boost";"-0.27325";"bar";
"55817.659103";"Intake manifold absolute pressure";"74";"kPa";
"55817.876103";"Short term fuel % trim - Bank 1";"0";"%";
"55818.108103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55818.326103";"Calculated boost";"-0.81325";"bar";
"55818.326103";"Intake manifold absolute pressure";"20";"kPa";
"55818.544103";"Short term fuel % trim - Bank 1";"0";"%";
"55818.783103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55819.021103";"Calculated boost";"-0.81325";"bar";
"55819.021103";"Intake manifold absolute pressure";"20";"kPa";
"55819.245103";"Short term fuel % trim - Bank 1";"0";"%";
"55819.490103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55819.734103";"Calculated boost";"-0.79325";"bar";
"55819.734103";"Intake manifold absolute pressure";"22";"kPa";
"55819.955103";"Short term fuel % trim - Bank 1";"0";"%";
"55820.184103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55820.457103";"Calculated boost";"-0.63325";"bar";
"55820.457103";"Intake manifold absolute pressure";"38";"kPa";
"55820.674103";"Short term fuel % trim - Bank 1";"0";"%";
"55820.889103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55821.136103";"Calculated boost";"-0.42325";"bar";
"55821.136103";"Intake manifold absolute pressure";"59";"kPa";
"55821.360103";"Short term fuel % trim - Bank 1";"0";"%";
"55821.597103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55821.834103";"Calculated boost";"-0.64325";"bar";
"55821.834103";"Intake manifold absolute pressure";"37";"kPa";
"55822.069103";"Short term fuel % trim - Bank 1";"0";"%";
"55822.294103";"Long term fuel % trim - Bank 1";"0";"%";
"55822.514103";"Calculated boost";"-0.71325";"bar";
"55822.514103";"Intake manifold absolute pressure";"30";"kPa";
"55822.777103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"55823.020103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55823.277103";"Calculated boost";"-0.74325";"bar";
"55823.277103";"Intake manifold absolute pressure";"27";"kPa";
"55823.498103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55823.710103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55823.934103";"Calculated boost";"-0.73325";"bar";
"55823.934103";"Intake manifold absolute pressure";"28";"kPa";
"55824.183103";"Short term fuel % trim - Bank 1";"0";"%";
"55824.437103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55824.651103";"Calculated boost";"-0.81325";"bar";
"55824.651103";"Intake manifold absolute pressure";"20";"kPa";
"55824.901103";"Short term fuel % trim - Bank 1";"0";"%";
"55825.117103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55825.360103";"Calculated boost";"-0.82325";"bar";
"55825.360103";"Intake manifold absolute pressure";"19";"kPa";
"55825.588103";"Short term fuel % trim - Bank 1";"0";"%";
"55825.845103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55826.111103";"Calculated boost";"-0.82325";"bar";
"55826.111103";"Intake manifold absolute pressure";"19";"kPa";
"55826.336103";"Short term fuel % trim - Bank 1";"0";"%";
"55826.556103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55826.781103";"Calculated boost";"-0.72325";"bar";
"55826.781103";"Intake manifold absolute pressure";"29";"kPa";
"55827.005103";"Short term fuel % trim - Bank 1";"0";"%";
"55827.240103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55827.478103";"Calculated boost";"-0.60325";"bar";
"55827.478103";"Intake manifold absolute pressure";"41";"kPa";
"55827.700103";"Short term fuel % trim - Bank 1";"0";"%";
"55827.941103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55828.182103";"Calculated boost";"-0.57325";"bar";
"55828.182103";"Intake manifold absolute pressure";"44";"kPa";
"55828.406103";"Short term fuel % trim - Bank 1";"0";"%";
"55828.627103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55828.865103";"Calculated boost";"-0.67325";"bar";
"55828.865103";"Intake manifold absolute pressure";"34";"kPa";
"55829.122103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55829.355103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55829.594103";"Calculated boost";"-0.78325";"bar";
"55829.594103";"Intake manifold absolute pressure";"23";"kPa";
"55829.846103";"Short term fuel % trim - Bank 1";"0";"%";
"55830.059103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55830.279103";"Calculated boost";"-0.79325";"bar";
"55830.279103";"Intake manifold absolute pressure";"22";"kPa";
"55830.512103";"Short term fuel % trim - Bank 1";"0";"%";
"55830.745103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55830.965103";"Calculated boost";"-0.82325";"bar";
"55830.965103";"Intake manifold absolute pressure";"19";"kPa";
"55831.191103";"Short term fuel % trim - Bank 1";"0";"%";
"55831.433103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55831.663103";"Calculated boost";"-0.82325";"bar";
"55831.663103";"Intake manifold absolute pressure";"19";"kPa";
"55831.888103";"Short term fuel % trim - Bank 1";"0";"%";
"55832.118103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55832.360103";"Calculated boost";"-0.82325";"bar";
"55832.360103";"Intake manifold absolute pressure";"19";"kPa";
"55832.577103";"Short term fuel % trim - Bank 1";"0";"%";
"55832.820103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55833.051103";"Calculated boost";"-0.82325";"bar";
"55833.051103";"Intake manifold absolute pressure";"19";"kPa";
"55833.298103";"Short term fuel % trim - Bank 1";"0";"%";
"55833.534103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55833.778103";"Calculated boost";"-0.82325";"bar";
"55833.778103";"Intake manifold absolute pressure";"19";"kPa";
"55834.004103";"Short term fuel % trim - Bank 1";"0";"%";
"55834.267103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55834.482103";"Calculated boost";"-0.82325";"bar";
"55834.482103";"Intake manifold absolute pressure";"19";"kPa";
"55834.724103";"Short term fuel % trim - Bank 1";"0";"%";
"55834.943103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55835.159103";"Calculated boost";"-0.82325";"bar";
"55835.159103";"Intake manifold absolute pressure";"19";"kPa";
"55835.377103";"Short term fuel % trim - Bank 1";"0";"%";
"55835.597103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55835.834103";"Calculated boost";"-0.82325";"bar";
"55835.834103";"Intake manifold absolute pressure";"19";"kPa";
"55836.080103";"Short term fuel % trim - Bank 1";"0";"%";
"55836.294103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55836.566103";"Calculated boost";"-0.77325";"bar";
"55836.566103";"Intake manifold absolute pressure";"24";"kPa";
"55836.786103";"Short term fuel % trim - Bank 1";"0";"%";
"55837.028103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55837.252103";"Calculated boost";"-0.75325";"bar";
"55837.252103";"Intake manifold absolute pressure";"26";"kPa";
"55837.478103";"Short term fuel % trim - Bank 1";"0";"%";
"55837.723103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55837.958103";"Calculated boost";"-0.76325";"bar";
"55837.958103";"Intake manifold absolute pressure";"25";"kPa";
"55838.203103";"Short term fuel % trim - Bank 1";"0";"%";
"55838.428103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55838.642103";"Calculated boost";"-0.76325";"bar";
"55838.642103";"Intake manifold absolute pressure";"25";"kPa";
"55838.874103";"Short term fuel % trim - Bank 1";"0";"%";
"55839.108103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55839.323103";"Calculated boost";"-0.76325";"bar";
"55839.323103";"Intake manifold absolute pressure";"25";"kPa";
"55839.555103";"Short term fuel % trim - Bank 1";"0";"%";
"55839.789103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55840.011103";"Calculated boost";"-0.79325";"bar";
"55840.011103";"Intake manifold absolute pressure";"22";"kPa";
"55840.232103";"Short term fuel % trim - Bank 1";"0";"%";
"55840.460103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55840.693103";"Calculated boost";"-0.82325";"bar";
"55840.693103";"Intake manifold absolute pressure";"19";"kPa";
"55840.933103";"Short term fuel % trim - Bank 1";"0";"%";
"55841.187103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55841.400103";"Calculated boost";"-0.81325";"bar";
"55841.400103";"Intake manifold absolute pressure";"20";"kPa";
"55841.640103";"Short term fuel % trim - Bank 1";"0";"%";
"55841.860103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55842.088103";"Calculated boost";"-0.81325";"bar";
"55842.088103";"Intake manifold absolute pressure";"20";"kPa";
"55842.307103";"Short term fuel % trim - Bank 1";"0";"%";
"55842.533103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55842.772103";"Calculated boost";"-0.80325";"bar";
"55842.772103";"Intake manifold absolute pressure";"21";"kPa";
"55843.010103";"Short term fuel % trim - Bank 1";"0";"%";
"55843.276103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55843.495103";"Calculated boost";"-0.81325";"bar";
"55843.495103";"Intake manifold absolute pressure";"20";"kPa";
"55843.753103";"Short term fuel % trim - Bank 1";"0";"%";
"55843.990103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55844.262103";"Calculated boost";"-0.81325";"bar";
"55844.262103";"Intake manifold absolute pressure";"20";"kPa";
"55844.497103";"Short term fuel % trim - Bank 1";"0";"%";
"55844.734103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55844.969103";"Calculated boost";"-0.81325";"bar";
"55844.969103";"Intake manifold absolute pressure";"20";"kPa";
"55845.190103";"Short term fuel % trim - Bank 1";"0";"%";
"55845.428103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55845.647103";"Calculated boost";"-0.82325";"bar";
"55845.647103";"Intake manifold absolute pressure";"19";"kPa";
"55845.903103";"Short term fuel % trim - Bank 1";"0";"%";
"55846.124103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55846.357103";"Calculated boost";"-0.80325";"bar";
"55846.357103";"Intake manifold absolute pressure";"21";"kPa";
"55846.583103";"Short term fuel % trim - Bank 1";"0";"%";
"55846.806103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55847.036103";"Calculated boost";"-0.78325";"bar";
"55847.036103";"Intake manifold absolute pressure";"23";"kPa";
"55847.273103";"Short term fuel % trim - Bank 1";"0";"%";
"55847.506103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55847.727103";"Calculated boost";"-0.78325";"bar";
"55847.727103";"Intake manifold absolute pressure";"23";"kPa";
"55847.960103";"Short term fuel % trim - Bank 1";"0";"%";
"55848.226103";"Long term fuel % trim - Bank 1";"0";"%";
"55848.464103";"Calculated boost";"-0.72325";"bar";
"55848.464103";"Intake manifold absolute pressure";"29";"kPa";
"55848.692103";"Short term fuel % trim - Bank 1";"0";"%";
"55848.918103";"Long term fuel % trim - Bank 1";"0";"%";
"55849.155103";"Calculated boost";"-0.67325";"bar";
"55849.155103";"Intake manifold absolute pressure";"34";"kPa";
"55849.388103";"Short term fuel % trim - Bank 1";"0";"%";
"55849.616103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55849.842103";"Calculated boost";"-0.64325";"bar";
"55849.842103";"Intake manifold absolute pressure";"37";"kPa";
"55850.063103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55850.293103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55850.543103";"Calculated boost";"-0.64325";"bar";
"55850.543103";"Intake manifold absolute pressure";"37";"kPa";
"55850.769103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55851.006103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55851.255103";"Calculated boost";"-0.65325";"bar";
"55851.255103";"Intake manifold absolute pressure";"36";"kPa";
"55851.474103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55851.716103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55851.934103";"Calculated boost";"-0.64325";"bar";
"55851.934103";"Intake manifold absolute pressure";"37";"kPa";
"55852.179103";"Short term fuel % trim - Bank 1";"6.25";"%";
"55852.405103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55852.639103";"Calculated boost";"-0.65325";"bar";
"55852.639103";"Intake manifold absolute pressure";"36";"kPa";
"55852.855103";"Short term fuel % trim - Bank 1";"6.25";"%";
"55853.075103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55853.315103";"Calculated boost";"-0.65325";"bar";
"55853.315103";"Intake manifold absolute pressure";"36";"kPa";
"55853.542103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55853.759103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55854.005103";"Calculated boost";"-0.53325";"bar";
"55854.005103";"Intake manifold absolute pressure";"48";"kPa";
"55854.242103";"Short term fuel % trim - Bank 1";"0";"%";
"55854.500103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55854.728103";"Calculated boost";"-0.59325";"bar";
"55854.728103";"Intake manifold absolute pressure";"42";"kPa";
"55854.948103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55855.186103";"Long term fuel % trim - Bank 1";"0";"%";
"55855.428103";"Calculated boost";"-0.62325";"bar";
"55855.428103";"Intake manifold absolute pressure";"39";"kPa";
"55855.665103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55855.890103";"Long term fuel % trim - Bank 1";"0";"%";
"55856.111103";"Calculated boost";"-0.76325";"bar";
"55856.111103";"Intake manifold absolute pressure";"25";"kPa";
"55856.347103";"Short term fuel % trim - Bank 1";"0";"%";
"55856.581103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55856.803103";"Calculated boost";"-0.78325";"bar";
"55856.803103";"Intake manifold absolute pressure";"23";"kPa";
"55857.040103";"Short term fuel % trim - Bank 1";"0";"%";
"55857.254103";"Long term fuel % trim - Bank 1";"0";"%";
"55857.492103";"Calculated boost";"-0.72325";"bar";
"55857.492103";"Intake manifold absolute pressure";"29";"kPa";
"55857.721103";"Short term fuel % trim - Bank 1";"0";"%";
"55857.936103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55858.168103";"Calculated boost";"-0.66325";"bar";
"55858.168103";"Intake manifold absolute pressure";"35";"kPa";
"55858.408103";"Short term fuel % trim - Bank 1";"0";"%";
"55858.643103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55858.861103";"Calculated boost";"-0.63325";"bar";
"55858.861103";"Intake manifold absolute pressure";"38";"kPa";
"55859.099103";"Short term fuel % trim - Bank 1";"0";"%";
"55859.323103";"Long term fuel % trim - Bank 1";"0";"%";
"55859.561103";"Calculated boost";"-0.51325";"bar";
"55859.561103";"Intake manifold absolute pressure";"50";"kPa";
"55859.785103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55860.012103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55860.259103";"Calculated boost";"-0.28325";"bar";
"55860.259103";"Intake manifold absolute pressure";"73";"kPa";
"55860.477103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55860.753103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55860.988103";"Calculated boost";"-0.19325";"bar";
"55860.988103";"Intake manifold absolute pressure";"82";"kPa";
"55861.218103";"Short term fuel % trim - Bank 1";"0";"%";
"55861.442103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55861.666103";"Calculated boost";"-0.10325";"bar";
"55861.666103";"Intake manifold absolute pressure";"91";"kPa";
"55861.897103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"55862.134103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55862.360103";"Calculated boost";"-0.24325";"bar";
"55862.360103";"Intake manifold absolute pressure";"77";"kPa";
"55862.587103";"Short term fuel % trim - Bank 1";"0";"%";
"55862.839103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55863.057103";"Calculated boost";"-0.55325";"bar";
"55863.057103";"Intake manifold absolute pressure";"46";"kPa";
"55863.274103";"Short term fuel % trim - Bank 1";"0";"%";
"55863.503103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55863.732103";"Calculated boost";"-0.79325";"bar";
"55863.732103";"Intake manifold absolute pressure";"22";"kPa";
"55863.970103";"Short term fuel % trim - Bank 1";"0";"%";
"55864.216103";"Long term fuel % trim - Bank 1";"0";"%";
"55864.470103";"Calculated boost";"-0.62325";"bar";
"55864.470103";"Intake manifold absolute pressure";"39";"kPa";
"55864.686103";"Short term fuel % trim - Bank 1";"0";"%";
"55864.911103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55865.132103";"Calculated boost";"-0.64325";"bar";
"55865.132103";"Intake manifold absolute pressure";"37";"kPa";
"55865.373103";"Short term fuel % trim - Bank 1";"0";"%";
"55865.600103";"Long term fuel % trim - Bank 1";"0";"%";
"55865.814103";"Calculated boost";"-0.73325";"bar";
"55865.814103";"Intake manifold absolute pressure";"28";"kPa";
"55866.045103";"Short term fuel % trim - Bank 1";"0";"%";
"55866.280103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55866.521103";"Calculated boost";"-0.76325";"bar";
"55866.521103";"Intake manifold absolute pressure";"25";"kPa";
"55866.760103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55866.996103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55867.246103";"Calculated boost";"-0.76325";"bar";
"55867.246103";"Intake manifold absolute pressure";"25";"kPa";
"55867.480103";"Short term fuel % trim - Bank 1";"-10.9375";"%";
"55867.695103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55867.913103";"Calculated boost";"-0.74325";"bar";
"55867.913103";"Intake manifold absolute pressure";"27";"kPa";
"55868.155103";"Short term fuel % trim - Bank 1";"-6.25";"%";
"55868.391103";"Long term fuel % trim - Bank 1";"0";"%";
"55868.622103";"Calculated boost";"-0.57325";"bar";
"55868.622103";"Intake manifold absolute pressure";"44";"kPa";
"55868.845103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55869.070103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55869.286103";"Calculated boost";"-0.40325";"bar";
"55869.286103";"Intake manifold absolute pressure";"61";"kPa";
"55869.506103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55869.744103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55869.970103";"Calculated boost";"-0.41325";"bar";
"55869.970103";"Intake manifold absolute pressure";"60";"kPa";
"55870.215103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55870.448103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55870.674103";"Calculated boost";"-0.44325";"bar";
"55870.674103";"Intake manifold absolute pressure";"57";"kPa";
"55870.915103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55871.133103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55871.348103";"Calculated boost";"-0.48325";"bar";
"55871.348103";"Intake manifold absolute pressure";"53";"kPa";
"55871.593103";"Short term fuel % trim - Bank 1";"0";"%";
"55871.833103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55872.068103";"Calculated boost";"-0.48325";"bar";
"55872.068103";"Intake manifold absolute pressure";"53";"kPa";
"55872.308103";"Short term fuel % trim - Bank 1";"0";"%";
"55872.545103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55872.770103";"Calculated boost";"-0.49325";"bar";
"55872.770103";"Intake manifold absolute pressure";"52";"kPa";
"55873.000103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55873.235103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55873.472103";"Calculated boost";"-0.51325";"bar";
"55873.472103";"Intake manifold absolute pressure";"50";"kPa";
"55873.717103";"Short term fuel % trim - Bank 1";"0";"%";
"55873.946103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55874.185103";"Calculated boost";"-0.53325";"bar";
"55874.185103";"Intake manifold absolute pressure";"48";"kPa";
"55874.405103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55874.623103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55874.837103";"Calculated boost";"-0.53325";"bar";
"55874.837103";"Intake manifold absolute pressure";"48";"kPa";
"55875.062103";"Short term fuel % trim - Bank 1";"0";"%";
"55875.307103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55875.544103";"Calculated boost";"-0.53325";"bar";
"55875.544103";"Intake manifold absolute pressure";"48";"kPa";
"55875.780103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55876.039103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55876.258103";"Calculated boost";"-0.52325";"bar";
"55876.258103";"Intake manifold absolute pressure";"49";"kPa";
"55876.472103";"Short term fuel % trim - Bank 1";"8.59375";"%";
