TIME;RPM;GAZ;BENZYNA;PODCISNIENIE;CISNIENIE
55888.5;1810;0,00;0,00;0,24;0,98
55889.0;1760;0,00;0,00;0,23;0,98
55889.5;1710;0,00;0,00;0,23;1,00
55890.0;2900;2,35;4,43;0,26;0,92
55890.5;1600;2,39;4,46;0,29;0,92
55891.0;960;3,01;5,49;0,39;0,95
55891.5;890;2,94;5,25;0,39;0,95
55892.0;860;2,84;4,98;0,39;0,97
55892.5;820;4,52;8,08;0,71;0,87
55893.0;1360;9,58;14,51;0,99;0,89
55893.5;2840;8,25;13,20;0,86;0,87
55894.0;2320;6,20;10,94;0,70;0,89
55894.5;2310;3,71;7,08;0,42;0,93
55895.0;2310;2,34;4,43;0,23;0,93
55895.5;1860;2,58;4,66;0,24;0,93
55896.0;2050;8,95;14,00;0,92;0,83
55896.5;2360;10,44;15,85;1,00;0,89
55897.0;2530;10,30;15,82;1,00;0,85
55897.5;2810;9,67;14,83;1,00;0,87
55898.0;2950;12,55;19,35;1,02;0,82
55898.5;3320;12,46;19,28;1,00;0,83
55899.0;3520;12,77;19,73;1,00;0,82
55899.5;3730;13,18;20,53;1,02;0,80
55900.0;4010;13,17;20,52;1,02;0,80
55900.5;4210;13,03;20,10;1,02;0,82
55901.0;4540;12,45;19,48;1,00;0,80
55901.5;4690;12,70;20,50;1,00;0,77
55902.0;4530;2,62;3,97;0,23;1,23
55902.5;4740;2,81;4,86;0,21;1,03
55903.0;4700;0,00;0,00;0,21;1,07
55903.5;4620;0,00;0,00;0,21;1,10
55904.0;4190;2,85;5,32;0,21;0,89
55904.5;4030;2,73;5,10;0,24;0,87
55905.0;4000;3,32;6,53;0,31;0,85
55905.5;3990;5,22;9,93;0,49;0,83
55906.0;4020;4,62;8,66;0,42;0,92
55906.5;4050;3,05;5,66;0,28;0,92
55907.0;4020;2,78;5,14;0,24;0,90
55907.5;3990;2,56;4,76;0,21;0,90
55908.0;3970;2,55;4,76;0,23;0,98
55908.5;3920;0,00;0,00;0,23;1,00
55909.0;3870;0,00;0,00;0,23;1,00
55909.5;3790;0,00;0,00;0,23;1,00
55910.0;3740;0,00;0,00;0,23;1,00
55910.5;3690;0,00;0,00;0,23;1,00
55911.0;3610;0,00;0,00;0,23;1,00
55911.5;3560;0,00;0,00;0,23;1,00
55912.0;3430;3,12;6,02;0,26;0,87
55912.5;2810;3,93;7,90;0,36;0,87
55913.0;2900;3,81;7,56;0,37;0,89
55913.5;3000;3,56;6,98;0,36;0,89
55914.0;3070;3,35;6,49;0,36;0,89
55914.5;3160;2,96;5,54;0,34;0,90
55915.0;3220;3,08;5,84;0,34;0,90
55915.5;3260;2,99;5,62;0,33;0,90
55916.0;3340;2,80;5,16;0,29;0,90
55916.5;3370;2,86;5,32;0,29;0,90
55917.0;3410;2,63;4,85;0,29;0,90
55917.5;3410;2,19;4,24;0,24;0,93
55918.0;3440;2,13;4,18;0,21;0,95
55918.5;3400;0,00;0,00;0,23;1,00
55919.0;3350;0,00;0,00;0,23;1,00
55919.5;3430;4,24;8,27;0,41;0,89
55920.0;3390;4,44;8,52;0,47;0,89
55920.5;3410;4,06;7,98;0,44;0,89
55921.0;3380;2,27;4,43;0,21;0,92
55921.5;3380;0,00;0,00;0,23;0,98
55922.0;3300;0,00;0,00;0,21;1,01
55922.5;3250;0,00;0,00;0,23;1,00
55923.0;3250;2,27;4,42;0,21;0,90
55923.5;3200;2,25;4,41;0,21;0,90
55924.0;3160;2,14;4,19;0,21;0,92
55924.5;3110;2,53;4,70;0,26;0,90
55925.0;3080;2,76;5,08;0,28;0,90
55925.5;2970;2,55;4,66;0,23;0,92
55926.0;2950;2,48;4,59;0,21;0,98
55926.5;2940;0,00;0,00;0,21;1,00
55927.0;2860;0,00;0,00;0,21;1,00
55927.5;2810;0,00;0,00;0,21;1,00
55928.0;2740;0,00;0,00;0,21;1,00
55928.5;2690;0,00;0,00;0,23;1,00
55929.0;2610;0,00;0,00;0,23;1,00
55929.5;2560;0,00;0,00;0,23;1,00
55930.0;2510;0,00;0,00;0,24;0,98
55930.5;2430;0,00;0,00;0,24;1,00
55931.0;2380;0,00;0,00;0,23;1,00
55931.5;2950;1,75;3,14;0,24;0,97
55932.0;1930;2,41;4,47;0,28;0,93
55932.5;1240;2,71;4,85;0,36;0,93
55933.0;910;2,98;5,33;0,39;0,93
55933.5;870;2,98;5,35;0,41;0,95
55934.0;830;2,82;4,94;0,41;0,95
55934.5;810;3,30;6,41;0,55;0,90
55935.0;1840;6,15;10,74;0,75;0,90
55935.5;1840;7,83;12,57;0,87;0,90
55936.0;1790;6,28;10,77;0,71;0,90
55936.5;1860;0,00;0,00;0,34;1,19
55937.0;1730;2,83;4,67;0,36;1,01
55937.5;1110;2,74;4,90;0,36;0,92
55938.0;940;2,74;4,89;0,36;0,93
55938.5;890;2,77;4,98;0,37;0,93
55939.0;840;2,83;5,01;0,39;0,95
55939.5;820;2,84;5,02;0,41;0,93
55940.0;790;2,86;5,08;0,39;0,95
55940.5;770;2,86;5,07;0,41;0,95
55941.0;760;2,87;5,11;0,41;0,95
55941.5;740;2,91;5,19;0,42;0,95
55942.0;740;2,89;5,13;0,41;0,95
55942.5;780;7,40;11,94;1,;0,90
55943.0;1090;8,94;13,49;1,02;0,90
55943.5;1590;8,74;13,43;1,00;0,90
55944.0;2260;3,16;5,44;0,28;1,10
55944.5;600;2,76;4,98;0,28;0,92
55945.0;2040;10,43;15,71;0,99;0,90
55945.5;2740;5,38;9,61;0,57;0,92
55946.0;2260;5,87;10,58;0,63;0,89
55946.5;1990;6,27;10,96;0,71;0,90
55947.0;2120;4,83;9,03;0,58;0,90
55947.5;2280;2,49;4,56;0,28;0,93
55948.0;2320;2,41;4,51;0,26;0,92
55948.5;2390;2,60;4,74;0,28;0,92
55949.0;2420;2,56;4,69;0,24;0,92
55949.5;2450;2,53;4,62;0,24;0,92
55950.0;2480;2,49;4,60;0,24;0,92
55950.5;2500;2,67;4,82;0,23;0,92
55951.0;2490;2,68;4,83;0,23;0,98
55951.5;2460;2,85;5,30;0,23;0,90
55952.0;2430;2,75;5,01;0,23;0,92
55952.5;2410;2,47;4,58;0,23;0,92
55953.0;2380;2,43;4,53;0,23;0,92
55953.5;2370;2,62;4,76;0,23;0,97
55954.0;2330;0,00;0,00;0,24;1,00
55954.5;2280;0,00;0,00;0,24;1,00
55955.0;2200;0,00;0,00;0,24;1,00
55955.5;2150;0,00;0,00;0,24;1,00
55956.0;2100;0,00;0,00;0,24;1,00
55956.5;2020;0,00;0,00;0,24;1,00
55957.0;1970;0,00;0,00;0,26;0,98
55957.5;1650;2,76;4,91;0,34;0,93
55958.0;1150;2,82;4,98;0,37;0,95
55958.5;950;2,85;5,03;0,37;0,95
55959.0;960;4,16;7,87;0,50;0,90
55959.5;1920;4,94;9,03;0,54;0,92
55960.0;2270;7,35;12,35;0,79;0,85
55960.5;2550;8,37;13,16;0,86;0,89
55961.0;2890;7,76;12,68;0,86;0,87
55961.5;3450;9,34;14,43;0,92;0,83
55962.0;3790;8,26;13,18;0,78;0,89
55962.5;4050;4,46;7,98;0,28;1,14
55963.0;560;5,11;9,82;0,49;0,82
55963.5;2850;6,90;11,69;0,68;0,89
55964.0;2920;8,28;13,24;0,86;0,85
55964.5;3060;9,27;14,22;0,95;0,89
55965.0;3280;9,74;14,95;0,97;0,87
55965.5;3450;9,53;14,65;0,94;0,85
55966.0;3590;9,01;13,95;0,89;0,85
55966.5;3790;7,64;12,48;0,79;0,89
55967.0;3900;7,57;12,68;0,76;0,83
55967.5;4020;6,98;11,82;0,68;0,87
55968.0;4130;7,33;12,36;0,66;0,85
55968.5;4190;6,20;11,09;0,57;0,87
55969.0;4280;6,12;10,95;0,57;0,89
55969.5;4290;4,78;8,95;0,44;0,90
55970.0;4290;3,68;7,28;0,34;0,87
55970.5;4290;3,63;7,13;0,28;1,07
55971.0;3250;6,70;11,55;0,66;0,90
55971.5;3130;6,39;11,23;0,66;0,89
55972.0;3150;6,05;10,94;0,65;0,87
55972.5;3170;5,52;10,05;0,62;0,90
55973.0;3190;5,38;9,83;0,62;0,90
55973.5;3200;5,65;10,24;0,65;0,92
55974.0;3200;5,11;9,28;0,63;0,92
55974.5;3220;5,74;10,41;0,68;0,89
55975.0;3230;6,62;11,35;0,76;0,90
55975.5;3260;7,89;12,87;0,89;0,85
55976.0;3310;9,38;14,36;0,99;0,87
55976.5;3370;9,44;14,33;0,99;0,87
55977.0;3320;3,73;7,13;0,45;0,93
55977.5;3260;2,14;4,16;0,23;0,93
55978.0;3250;2,18;4,32;0,23;1,00
55978.5;3200;0,00;0,00;0,21;1,03
55979.0;3150;0,00;0,00;0,21;1,03
55979.5;3080;0,00;0,00;0,21;1,03
55980.0;3030;0,00;0,00;0,21;1,03
55980.5;2960;0,00;0,00;0,23;1,03
55981.0;2620;7,19;11,94;0,65;0,80
55981.5;2490;7,73;12,25;0,78;0,92
55982.0;2410;2,54;4,62;0,24;0,93
55982.5;2360;5,18;9,59;0,63;0,80
55983.0;2330;7,24;11,77;0,79;0,92
55983.5;2340;7,50;12,31;0,81;0,89
55984.0;2370;7,08;11,61;0,79;0,92
55984.5;2390;6,88;11,61;0,76;0,90
55985.0;2380;4,44;8,27;0,54;0,93
55985.5;2340;3,02;5,69;0,34;0,90
55986.0;2280;2,59;4,69;0,29;0,93
55986.5;2190;2,39;4,45;0,24;0,98
55987.0;2160;0,00;0,00;0,24;1,00
55987.5;2110;0,00;0,00;0,24;1,00
55988.0;2190;1,89;3,34;0,29;0,95
55988.5;1670;2,73;4,89;0,34;0,93
55989.0;1030;2,81;4,97;0,37;0,95
55989.5;1010;7,22;11,75;0,78;0,92
55990.0;2440;9,71;14,65;0,99;0,89
55990.5;2400;9,65;14,61;1,00;0,89
55991.0;2380;9,58;14,47;0,99;0,90
55991.5;2620;9,45;14,32;0,99;0,89
55992.0;2790;9,52;14,61;0,99;0,87
55992.5;2970;9,64;14,85;1,00;0,87
55993.0;3240;11,04;17,25;1,02;0,83
55993.5;3410;12,40;19,27;1,00;0,82
55994.0;3780;12,21;19,31;1,02;0,79
55994.5;4000;12,28;19,35;1,00;0,80
55995.0;4220;12,39;19,69;1,02;0,79
55995.5;4580;12,92;20,47;1,00;0,79
55996.0;4820;12,72;20,56;1,00;0,76
55996.5;4930;4,19;6,72;0,39;1,23
55997.0;4910;0,87;1,39;0,23;1,54
55997.5;4860;0,00;0,00;0,26;1,59
55998.0;4780;0,00;0,00;0,23;1,68
55998.5;4730;0,00;0,00;0,26;1,67
55999.0;3990;2,46;3,36;0,29;1,55
55999.5;1750;2,64;3,75;0,34;1,38
56000.0;1080;2,86;4,35;0,37;1,20
56000.5;900;2,96;5,09;0,41;0,97
56001.0;870;2,95;5,43;0,41;0,90
56001.5;830;2,96;5,46;0,42;0,92
56002.0;810;2,97;5,48;0,44;0,92
56002.5;790;3,09;5,73;0,45;0,92
56003.0;770;3,06;5,65;0,45;0,92
56003.5;760;2,94;5,35;0,44;0,92
56004.0;1530;8,85;13,61;1,00;0,87
56004.5;2870;9,81;15,02;1,02;0,87
56005.0;2490;11,64;17,76;1,02;0,85
56005.5;2870;11,45;17,66;1,02;0,83
56006.0;3390;12,56;19,87;1,00;0,80
56006.5;4140;13,06;20,99;1,02;0,76
56007.0;4680;13,84;22,63;1,00;0,73
56007.5;5190;13,79;23,20;1,00;0,70
56008.0;5950;14,74;24,40;1,00;0,70
56008.5;6380;15,54;24,81;0,99;0,73
56009.0;560;13,74;25,41;0,99;0,54
56009.5;4440;12,97;19,97;1,02;0,82
56010.0;4580;13,65;22,06;1,02;0,76
56010.5;4910;13,55;22,26;1,02;0,73
56011.0;5150;13,68;22,89;1,02;0,71
56011.5;5470;13,82;23,06;1,00;0,70
56012.0;5690;14,20;23,65;1,00;0,70
56012.5;5920;14,67;24,32;1,00;0,71
56013.0;6220;15,32;24,54;1,00;0,73
56013.5;6360;15,27;23,56;0,84;0,80
56014.0;6150;0,00;0,00;0,24;1,64
56014.5;6100;0,00;0,00;0,23;1,73
56015.0;6040;0,00;0,00;0,21;1,80
56015.5;5970;0,00;0,00;0,21;1,86
56016.0;5920;0,00;0,00;0,21;1,87
56016.5;5840;0,00;0,00;0,21;1,89
56017.0;5790;0,00;0,00;0,21;1,90
56017.5;5740;0,00;0,00;0,21;1,90
56018.0;5660;0,00;0,00;0,23;1,90
56018.5;5610;0,00;0,00;0,23;1,90
56019.0;5530;0,00;0,00;0,23;1,92
56019.5;5480;0,00;0,00;0,23;1,92
56020.0;5400;0,00;0,00;0,23;1,93
56020.5;5350;0,00;0,00;0,23;1,93
56021.0;5300;0,00;0,00;0,23;1,93
56021.5;5220;0,00;0,00;0,23;1,93
56022.0;5170;0,00;0,00;0,23;1,96
56022.5;5090;0,00;0,00;0,23;1,96
56023.0;5040;0,00;0,00;0,21;1,97
56023.5;4990;0,00;0,00;0,23;1,96
56024.0;3290;2,24;3,23;0,21;1,51
56024.5;3270;2,13;3,64;0,23;1,10
56025.0;3280;3,45;6,89;0,36;0,83
56025.5;3260;4,05;8,20;0,45;0,83
56026.0;3290;4,45;8,80;0,50;0,82
56026.5;3330;5,34;9,99;0,62;0,85
56027.0;3400;6,20;11,30;0,68;0,83
56027.5;3460;6,12;11,03;0,70;0,85
56028.0;3500;5,75;10,55;0,68;0,85
56028.5;3540;5,47;10,17;0,62;0,85
56029.0;3560;3,90;7,89;0,44;0,85
56029.5;3560;3,05;5,79;0,36;0,89
56030.0;3540;2,45;4,66;0,28;0,89
56030.5;3510;2,42;4,64;0,28;0,89
56031.0;3480;2,42;4,64;0,28;0,89
56031.5;3440;2,59;4,84;0,29;0,89
56032.0;3410;2,81;5,29;0,31;0,87
56032.5;3360;2,97;5,67;0,33;0,87
56033.0;3360;3,33;6,50;0,36;0,87
56033.5;3320;3,19;6,18;0,36;0,87
56034.0;3270;1,98;4,08;0,23;0,90
56034.5;3220;2,09;4,22;0,24;0,90
56035.0;3140;2,11;4,23;0,21;0,90
56035.5;3110;4,66;9,22;0,52;0,79
56036.0;3080;7,57;12,59;0,84;0,85
56036.5;3100;5,24;9,39;0,62;0,93
56037.0;3090;2,82;5,30;0,33;0,87
56037.5;3120;6,98;12,10;0,76;0,83
56038.0;3140;9,50;14,79;0,99;0,85
56038.5;3200;9,17;14,33;0,94;0,87
56039.0;3220;3,15;6,08;0,36;0,87
56039.5;3210;3,72;7,44;0,41;0,85
56040.0;3190;3,37;6,60;0,41;0,87
56040.5;3130;2,17;4,21;0,24;0,92
56041.0;3130;2,30;4,49;0,26;0,89
56041.5;3120;2,98;5,68;0,31;0,87
56042.0;3100;3,52;7,00;0,36;0,85
56042.5;3110;3,70;7,37;0,41;0,85
56043.0;3170;5,93;10,83;0,66;0,85
56043.5;3270;7,20;12,28;0,83;0,83
56044.0;3390;7,78;12,84;0,86;0,83
56044.5;3490;7,64;12,59;0,84;0,87
56045.0;3660;6,91;11,71;0,76;0,89
56045.5;3770;6,45;11,38;0,71;0,83
56046.0;3920;6,54;11,53;0,65;0,83
56046.5;4000;6,91;11,84;0,68;0,85
56047.0;3970;3,24;5,87;0,28;1,03
56047.5;3200;4,23;8,43;0,42;0,85
56048.0;3190;4,34;8,41;0,47;0,89
56048.5;3200;3,76;7,43;0,42;0,89
56049.0;3210;3,05;5,88;0,36;0,90
56049.5;3210;2,32;4,50;0,26;0,90
56050.0;3210;1,97;4,08;0,23;0,90
56050.5;3200;2,02;4,14;0,23;0,90
56051.0;3170;1,99;4,09;0,23;0,90
56051.5;3160;2,35;4,56;0,26;0,89
56052.0;3120;2,68;4,93;0,29;0,90
56052.5;3130;2,79;5,16;0,29;0,90
56053.0;3140;4,14;8,26;0,44;0,85
56053.5;3130;4,01;7,94;0,45;0,87
56054.0;3110;2,70;4,96;0,31;0,90
56054.5;3110;2,87;5,38;0,31;0,89
56055.0;3110;3,19;6,13;0,31;0,89
56055.5;3100;3,93;7,81;0,42;0,89
56056.0;3090;3,75;7,43;0,42;0,89
56056.5;3080;3,19;6,12;0,33;0,90
56057.0;3080;3,48;6,85;0,39;0,89
56057.5;3090;4,44;8,65;0,49;0,87
56058.0;3110;5,61;10,40;0,65;0,85
56058.5;3110;4,11;8,18;0,49;0,87
56059.0;3100;2,38;4,57;0,24;0,90
56059.5;3100;2,38;4,60;0,21;0,89
56060.0;3060;2,42;4,63;0,23;0,90
56060.5;3050;2,43;4,63;0,21;0,98
56061.0;3010;0,00;0,00;0,21;1,00
56061.5;2940;0,00;0,00;0,21;1,00
56062.0;2870;0,00;0,00;0,21;1,00
56062.5;2820;0,00;0,00;0,21;1,00
56063.0;2750;0,00;0,00;0,21;1,00
56063.5;2700;0,00;0,00;0,21;1,00
56064.0;2630;0,00;0,00;0,21;1,00
56064.5;2580;0,00;0,00;0,21;1,00
56065.0;2500;0,00;0,00;0,21;1,00
56065.5;2450;0,00;0,00;0,21;1,00
56066.0;2370;0,00;0,00;0,23;0,98
56066.5;2320;0,00;0,00;0,23;0,98
56067.0;2270;0,00;0,00;0,21;1,00
56067.5;2190;0,00;0,00;0,23;0,98
56068.0;3050;2,23;3,91;0,23;0,97
56068.5;2470;2,83;5,26;0,23;0,90
56069.0;2450;2,82;5,24;0,23;0,90
56069.5;2420;2,68;4,94;0,23;0,90
56070.0;2400;2,66;4,82;0,23;0,92
56070.5;2380;2,66;4,82;0,23;0,92
56071.0;2350;2,57;4,73;0,23;0,92
56071.5;2330;2,63;4,78;0,23;0,92
56072.0;2310;2,64;4,79;0,23;0,92
56072.5;2310;2,68;4,89;0,28;0,92
56073.0;2290;2,70;4,87;0,28;0,92
56073.5;2280;2,71;4,90;0,28;0,92
56074.0;2280;2,72;4,91;0,28;0,92
56074.5;2270;2,74;4,97;0,29;0,92
56075.0;2260;2,65;4,81;0,29;0,92
56075.5;2250;2,55;4,69;0,29;0,92
56076.0;2250;2,74;4,95;0,33;0,92
56076.5;2230;2,86;5,26;0,33;0,90
56077.0;2240;7,34;12,72;0,84;0,85
56077.5;2250;7,03;11,51;0,84;0,92
56078.0;2230;3,29;6,17;0,39;0,93
56078.5;2230;2,43;4,55;0,24;0,92
56079.0;2230;3,30;6,46;0,36;0,87
56079.5;2200;5,09;9,50;0,62;0,89
56080.0;2200;5,45;10,03;0,63;0,89
56080.5;2200;5,14;9,57;0,63;0,89
56081.0;2240;5,02;9,38;0,60;0,90
56081.5;2270;4,95;9,29;0,57;0,89
56082.0;2310;4,70;8,97;0,55;0,89
56082.5;2340;4,38;8,44;0,49;0,90
56083.0;2340;2,55;4,69;0,28;0,92
56083.5;2370;2,82;5,26;0,29;0,89
56084.0;2360;2,96;5,59;0,33;0,90
56084.5;2380;3,25;6,25;0,34;0,90
56085.0;2400;4,39;8,50;0,45;0,89
56085.5;2400;4,15;8,11;0,45;0,90
56086.0;2440;4,03;7,99;0,44;0,89
56086.5;2460;3,71;7,36;0,41;0,89
56087.0;2480;3,75;7,45;0,41;0,89
56087.5;2490;3,75;7,45;0,41;0,89
56088.0;2490;3,49;6,81;0,39;0,90
56088.5;2490;3,02;5,71;0,31;0,90
56089.0;2490;3,11;5,91;0,33;0,90
56089.5;2490;3,88;7,73;0,41;0,90
56090.0;2490;3,63;7,13;0,41;0,90
56090.5;2480;3,32;6,41;0,37;0,90
56091.0;2480;3,41;6,65;0,36;0,90
56091.5;2480;3,45;6,71;0,37;0,89
56092.0;2480;3,62;7,11;0,39;0,90
56092.5;2480;3,29;6,24;0,39;0,92
56093.0;2480;3,51;6,88;0,37;0,90
56093.5;2470;3,24;6,22;0,36;0,90
56094.0;2470;3,30;6,37;0,36;0,90
56094.5;2460;3,33;6,46;0,37;0,89
56095.0;2490;6,56;11,49;0,68;0,89
56095.5;2480;6,00;10,80;0,66;0,89
56096.0;2520;5,98;10,93;0,63;0,85
56096.5;2540;5,77;10,50;0,65;0,87
56097.0;2560;5,95;10,74;0,66;0,89
56097.5;2590;6,28;11,07;0,66;0,89
56098.0;2600;6,08;11,01;0,63;0,87
56098.5;2630;5,35;9,90;0,55;0,89
56099.0;2630;4,38;8,50;0,47;0,89
56099.5;2640;4,00;7,96;0,44;0,89
56100.0;2650;4,05;8,06;0,42;0,89
56100.5;2660;3,44;6,70;0,36;0,90
56101.0;2630;2,69;4,88;0,23;0,92
56101.5;2630;1,33;2,46;0,21;0,98
56102.0;2550;0,00;0,00;0,21;0,98
56102.5;2500;0,00;0,00;0,23;0,98
56103.0;2420;0,00;0,00;0,23;0,98
56103.5;2370;0,00;0,00;0,23;0,98
56104.0;2320;0,00;0,00;0,23;1,00
56104.5;2240;0,00;0,00;0,23;1,00
56105.0;2540;3,45;6,83;0,31;0,87
56105.5;2450;3,81;7,60;0,37;0,89
56106.0;2430;2,46;4,60;0,24;0,92
56106.5;1080;2,89;5,34;0,23;0,90
56107.0;2440;3,88;7,85;0,39;0,87
56107.5;2410;3,96;7,91;0,41;0,89
56108.0;2410;3,43;6,67;0,36;0,90
56108.5;2410;3,36;6,51;0,36;0,90
56109.0;2410;3,20;6,15;0,36;0,90
56109.5;2410;3,24;6,24;0,33;0,92
56110.0;2380;2,43;4,52;0,23;0,93
56110.5;2380;2,86;5,29;0,21;0,90
56111.0;2360;2,51;4,74;0,23;0,92
56111.5;2360;2,66;4,88;0,26;0,92
56112.0;2330;2,63;4,80;0,26;0,92
56112.5;2330;2,48;4,63;0,26;0,92
56113.0;2310;2,48;4,62;0,26;0,92
56113.5;2290;2,50;4,65;0,26;0,92
56114.0;2310;3,75;7,44;0,44;0,90
56114.5;2270;3,74;7,41;0,45;0,90
56115.0;2280;3,39;6,58;0,41;0,90
56115.5;2280;3,43;6,68;0,39;0,90
56116.0;2270;3,23;6,18;0,39;0,92
56116.5;2300;3,34;6,48;0,39;0,90
56117.0;2320;3,47;6,77;0,41;0,90
56117.5;2330;3,23;6,21;0,39;0,90
56118.0;2350;3,10;5,92;0,34;0,90
56118.5;2360;3,02;5,72;0,34;0,90
56119.0;2370;3,22;6,21;0,34;0,90
56119.5;2380;2,95;5,48;0,33;0,92
56120.0;2390;2,98;5,57;0,31;0,92
56120.5;2400;2,99;5,64;0,31;0,90
56121.0;2400;3,26;6,30;0,36;0,90
56121.5;2430;4,48;8,71;0,49;0,89
56122.0;2440;4,91;9,36;0,54;0,87
56122.5;2470;5,02;9,44;0,55;0,89
56123.0;2500;4,75;9,05;0,52;0,89
56123.5;2520;4,33;8,43;0,47;0,89
56124.0;2500;2,39;4,52;0,23;0,93
56124.5;2500;0,00;0,00;0,23;0,98
56125.0;2450;0,00;0,00;0,23;0,98
56125.5;2500;2,93;5,42;0,28;0,92
56126.0;2480;2,68;4,87;0,26;0,92
56126.5;2480;2,64;4,82;0,26;0,92
56127.0;2480;2,60;4,77;0,26;0,92
56127.5;2460;2,58;4,75;0,26;0,92
56128.0;2470;2,58;4,75;0,26;0,92
56128.5;2450;2,58;4,75;0,26;0,92
56129.0;2450;2,61;4,78;0,26;0,92
56129.5;2430;2,60;4,77;0,26;0,92
56130.0;2420;2,48;4,64;0,24;0,93
56130.5;2410;2,44;4,58;0,24;0,92
56131.0;2400;2,65;4,81;0,23;0,92
56131.5;2370;0,00;0,00;0,23;1,00
56132.0;2320;0,00;0,00;0,23;1,00
56132.5;2240;0,00;0,00;0,24;0,98
56133.0;2190;0,00;0,00;0,24;1,00
56133.5;2140;0,00;0,00;0,24;1,00
56134.0;2070;0,00;0,00;0,24;1,00
56134.5;2020;0,00;0,00;0,24;1,00
56135.0;1940;0,00;0,00;0,23;1,01
56135.5;1890;0,00;0,00;0,23;1,01
56136.0;1810;0,00;0,00;0,24;1,00
56136.5;1760;0,00;0,00;0,24;1,00
56137.0;1680;0,00;0,00;0,24;1,00
56137.5;2210;2,67;4,94;0,26;0,90
56138.0;1940;2,36;4,45;0,26;0,92
56138.5;1920;2,17;4,22;0,26;0,93
56139.0;1920;2,17;4,22;0,26;0,93
56267.0;1920;2,17;4,22;0,26;0,93
56267.5;1920;2,17;4,22;0,26;0,93
56268.0;3330;2,28;4,51;0,23;0,89
56268.5;3330;2,28;4,51;0,23;0,98
56269.0;3260;0,00;0,00;0,23;0,98
56269.5;3210;0,00;0,00;0,23;1,00
56270.0;3130;0,00;0,00;0,23;1,00
56270.5;3080;0,00;0,00;0,23;1,00
56271.0;3010;0,00;0,00;0,23;1,00
56271.5;2960;0,00;0,00;0,23;1,00
56272.0;2910;0,00;0,00;0,23;1,00
56272.5;2830;0,00;0,00;0,23;1,00
56273.0;2780;0,00;0,00;0,23;1,00
56273.5;2700;0,00;0,00;0,23;1,00
56274.0;2650;0,00;0,00;0,23;1,00
56274.5;2570;0,00;0,00;0,21;1,01
56275.0;2520;0,00;0,00;0,21;1,01
56275.5;3120;6,26;11,70;0,60;0,76
56276.0;3000;10,83;16,88;1,02;0,85
56276.5;3070;10,18;15,91;1,02;0,85
56277.0;3130;9,29;14,39;0,97;0,85
56277.5;3120;6,46;11,31;0,71;0,90
56278.0;3130;4,25;8,32;0,50;0,90
56297.5;,,;,;;,1;1,,
56303.0;;;;;
56303.5;;;;1;1
56304.0;;;;1;1
56304.5;;;;1;1
56305.0;;;;1;1
56305.5;;;;1;1
56307.0;2220;0,00;0,00;0,23;1,00
56307.5;2030;0,00;0,00;0,24;1,00
56308.0;1980;0,00;0,00;0,24;1,00
56308.5;1900;0,00;0,00;0,24;1,00
56309.0;2430;2,60;4,86;0,24;0,90
56309.5;2170;4,80;9,29;0,50;0,85
56310.0;2130;5,72;10,45;0,62;0,87
56310.5;2130;5,53;10,19;0,62;0,89
56311.0;2130;4,88;9,24;0,57;0,89
56311.5;2130;4,95;9,34;0,58;0,89
56312.0;2130;5,24;9,77;0,63;0,89
56312.5;2150;7,49;12,37;0,87;0,89
56313.0;2150;6,57;11,23;0,79;0,93
56313.5;2180;4,68;8,91;0,58;0,90
56314.0;2180;3,36;6,54;0,42;0,90
56335.0;2530;4,30;8,41;0,47;0,89
56335.5;2510;2,43;4,57;0,23;0,97
56336.0;2490;0,00;0,00;0,23;0,98
56336.5;2440;0,00;0,00;0,23;0,98
56337.0;2370;0,00;0,00;0,23;1,00
56337.5;2310;0,00;0,00;0,23;1,00
56338.0;2240;0,00;0,00;0,23;1,00
56338.5;2500;4,71;9,15;0,44;0,85
56339.0;2470;5,46;10,09;0,54;0,89
56339.5;2500;5,25;9,79;0,54;0,89
56340.0;2520;5,00;9,43;0,52;0,89
56340.5;2540;3,55;6,79;0,37;0,93
56341.0;2510;2,41;4,56;0,23;0,97
56341.5;2490;0,00;0,00;0,23;0,98
56342.0;2410;0,00;0,00;0,23;1,00
56342.5;2360;0,00;0,00;0,24;0,98
56343.0;2500;4,90;9,56;0,41;0,85
56343.5;2460;7,27;12,18;0,71;0,89
56344.0;2460;6,28;11,14;0,65;0,89
56344.5;2500;4,99;9,41;0,52;0,89
56345.0;2520;4,29;8,40;0,45;0,89
56345.5;2490;2,38;4,52;0,23;0,95
56346.0;2470;0,00;0,00;0,23;0,98
56346.5;2400;0,00;0,00;0,23;0,98
56347.0;2460;2,83;5,31;0,23;0,89
56347.5;2430;2,55;4,82;0,24;0,90
56348.0;2430;2,74;5,09;0,26;0,90
56348.5;2430;2,70;4,97;0,26;0,92
56349.0;2440;4,33;8,43;0,47;0,89
56349.5;2450;4,20;8,28;0,47;0,89
56350.0;2460;3,77;7,49;0,42;0,90
56350.5;2470;3,33;6,47;0,37;0,90
56351.0;2480;3,07;5,76;0,31;0,92
56351.5;2470;2,61;4,79;0,23;0,92
56352.0;2460;2,63;4,82;0,23;0,92
56352.5;2470;3,64;7,31;0,36;0,87
56353.0;2450;4,55;8,77;0,50;0,89
56353.5;2460;4,72;9,02;0,50;0,89
56354.0;2460;4,49;8,69;0,50;0,89
