Time,STFT,LTFT,Podcisnienie,Podcisnienie Diego,RPM,Benzyna,Gaz,Cisnienie
55710.652103,-3.125,0.0,26.0,,1780.0,3.00,4.83,0.95
55711.321103,0.0,-2.34375,42.0,,1810.0,3.98,6.22,0.97
55712.054103,0.0,-2.34375,43.0,,1850.0,3.61,5.75,0.97
55712.716103,3.90625,0.0,42.0,,1910.0,3.80,6.09,0.97
55713.391103,-2.34375,-2.34375,41.0,,1950.0,3.39,5.41,0.97
55714.090103,-7.8125,0.0,39.0,,1990.0,2.84,4.50,0.97
55714.817103,-3.125,0.0,33.0,,2010.0,3.15,5.02,0.97
55715.547103,-3.90625,0.0,36.0,,2020.0,2.85,4.50,0.97
55716.238103,0.0,0.0,35.0,,2030.0,2.95,4.70,0.97
55716.939103,0.0,0.0,37.0,,2100.0,4.10,6.74,0.92
55717.635103,7.8125,-5.46875,57.0,,2200.0,7.54,10.06,0.93
55718.329103,7.8125,-6.25,93.0,,2640.0,9.72,11.34,0.93
55719.009103,4.6875,-6.25,93.0,,2870.0,9.88,11.56,0.92
55719.702103,5.46875,-7.03125,93.0,,3200.0,9.95,11.61,0.92
55721.113103,0.78125,-3.125,21.0,,2580.0,3.92,6.55,0.92
55721.797103,0.0,-3.125,40.0,,2560.0,5.15,7.91,0.92
55722.512103,0.78125,-3.125,51.0,,2580.0,4.77,7.43,0.93
55723.195103,5.46875,1.5625,42.0,,2590.0,2.50,4.11,0.97
55723.935103,6.25,0.78125,25.0,,2580.0,2.66,4.28,0.97
55724.622103,0.0,0.78125,27.0,,2570.0,2.75,4.37,0.97
55725.311103,9.375,0.0,28.0,,2550.0,2.92,4.65,0.97
55726.018103,7.8125,0.0,30.0,,2550.0,2.99,4.84,0.97
55726.695103,11.71875,0.0,29.0,,2540.0,2.92,4.67,0.97
55727.383103,15.625,0.0,31.0,,2540.0,3.25,5.34,0.95
55728.129103,11.71875,0.0,33.0,,2540.0,3.31,5.43,0.95
55728.811103,8.59375,0.0,33.0,,2540.0,3.04,4.89,0.97
55729.519103,16.40625,2.34375,30.0,,2530.0,2.14,3.58,1.00
55736.510103,0.0,0.0,21.0,,1930.0,2.35,3.89,0.98
55737.197103,0.0,-2.34375,27.0,,1270.0,2.65,4.13,1.00
55737.874103,0.0,-2.34375,35.0,,870.0,2.84,4.01,1.01
55738.587103,0.0,-2.34375,38.0,,820.0,2.74,3.92,1.03
55739.286103,0.78125,-2.34375,38.0,,780.0,2.83,4.01,1.01
55740.038103,3.90625,-3.125,39.0,,750.0,3.00,4.33,1.01
55740.711103,5.46875,-3.125,41.0,,730.0,3.00,4.34,1.01
55741.386103,5.46875,-3.125,41.0,,750.0,2.93,4.20,1.03
55742.067103,3.90625,-3.125,40.0,,850.0,6.90,8.91,1.00
55742.770103,-3.90625,-3.125,68.0,,2320.0,5.48,8.03,0.95
55743.481103,3.90625,-3.90625,58.0,,2330.0,5.33,7.87,0.95
55744.175103,7.8125,-3.90625,53.0,,2530.0,6.08,8.97,0.92
55744.893103,0.0,-5.46875,61.0,,3110.0,7.00,9.58,0.92
55745.571103,0.0,-6.25,76.0,,3430.0,7.22,9.95,0.92
55746.958103,0.0,-5.46875,23.0,,1630.0,7.88,10.69,0.90
55747.643103,0.0,-5.46875,74.0,,2670.0,7.28,9.96,0.93
55748.347103,0.0,-5.46875,68.0,,2920.0,4.52,7.10,0.95
55749.027103,0.0,-3.125,52.0,,2990.0,4.13,6.81,0.93
55749.718103,0.0,-3.125,52.0,,3050.0,4.51,7.16,0.95
55750.413103,0.0,0.0,46.0,,3080.0,3.12,5.12,0.95
55751.166103,2.34375,-3.125,37.0,,3090.0,3.91,6.41,0.93
55751.853103,-3.125,-2.34375,45.0,,3100.0,3.19,5.24,0.93
55752.538103,-5.46875,0.0,38.0,,3090.0,3.17,5.20,0.95
55753.257103,-2.34375,0.0,37.0,,3050.0,3.23,5.33,0.95
55753.942103,0.78125,0.0,38.0,,3050.0,3.36,5.60,0.95
55754.628103,1.5625,0.0,38.0,,3020.0,3.35,5.61,0.93
55755.361103,1.5625,0.0,37.0,,3010.0,4.13,6.83,0.93
55756.028103,4.6875,-6.25,43.0,,3110.0,9.70,11.65,0.90
55756.749103,7.8125,-7.03125,93.0,,3250.0,10.23,12.16,0.90
55757.462103,9.375,-7.03125,95.0,,3750.0,11.76,13.57,0.89
55758.150103,10.15625,2.34375,67.0,,3780.0,2.35,4.02,0.97
55758.818103,0.0,3.90625,20.0,,3250.0,2.72,4.55,0.93
55759.508103,0.0,0.78125,28.0,,2670.0,2.67,4.25,0.98
55760.424103,0.0,0.0,23.0,,2630.0,3.07,5.09,0.93
55761.094103,0.0,-3.125,39.0,,2620.0,4.02,6.70,0.93
55761.786103,0.0,-2.34375,41.0,,2640.0,3.51,5.79,0.95
55762.519103,-5.46875,-2.34375,38.0,,2660.0,3.58,5.99,0.95
55763.201103,-3.125,-2.34375,35.0,,2660.0,3.24,5.31,0.95
55763.917103,0.0,-3.125,47.0,,2740.0,4.58,7.30,0.93
55764.621103,4.6875,-3.125,48.0,,2810.0,4.60,7.24,0.95
55765.367103,0.0,-3.125,47.0,,2900.0,4.16,6.84,0.93
55766.034103,1.5625,-2.34375,46.0,,2950.0,3.57,5.97,0.93
55766.733103,0.0,0.0,38.0,,3000.0,3.18,5.21,0.95
55767.416103,-7.03125,2.34375,26.0,,3040.0,2.31,3.99,0.95
55768.109103,0.0,3.90625,25.0,,3040.0,2.12,3.75,0.97
55769.531103,0.0,2.34375,19.0,,2340.0,2.51,4.24,0.95
55770.190103,0.0,0.78125,26.0,,2360.0,2.78,4.46,0.97
55770.857103,0.0,0.0,29.0,,2390.0,4.02,6.47,0.97
55771.533103,0.0,-3.125,44.0,,2410.0,4.00,6.55,0.95
55772.247103,0.0,-2.34375,43.0,,2460.0,3.76,6.21,0.95
55772.932103,0.78125,0.0,36.0,,2520.0,3.46,5.69,0.95
55773.655103,0.0,0.0,34.0,,2540.0,3.24,5.28,0.97
55774.325103,0.78125,0.0,34.0,,2590.0,3.24,5.32,0.95
55775.014103,4.6875,0.0,33.0,,2610.0,3.22,5.24,0.97
55775.725103,1.5625,0.0,33.0,,2640.0,3.25,5.26,0.95
55776.457103,0.0,0.0,33.0,,2660.0,3.24,5.32,0.97
55777.191103,-2.34375,3.90625,32.0,,2630.0,2.32,3.91,0.98
55784.184103,0.0,2.34375,20.0,,1880.0,0.00,0.00,1.08
55784.890103,1.5625,-2.34375,29.0,,2310.0,3.50,5.76,0.95
55785.564103,0.0,4.6875,35.0,,2280.0,2.45,4.07,0.98
55786.227103,0.0,2.34375,20.0,,2290.0,2.29,3.95,0.97
55786.914103,0.0,2.34375,20.0,,2300.0,2.56,4.20,0.97
55787.605103,-5.46875,0.0,27.0,,2300.0,2.78,4.51,0.97
55788.262103,0.0,-2.34375,43.0,,2330.0,3.78,6.23,0.95
55788.967103,0.0,-2.34375,44.0,,2340.0,3.50,5.94,0.95
55795.269103,0.0,0.0,23.0,,1140.0,2.85,4.19,1.00
55795.965103,0.78125,-2.34375,34.0,,950.0,2.87,4.11,1.00
55796.647103,0.0,-2.34375,37.0,,850.0,2.78,3.95,1.01
55797.325103,0.0,-2.34375,37.0,,820.0,2.78,3.95,1.01
55798.046103,2.34375,-2.34375,37.0,,800.0,2.85,4.07,1.01
55798.747103,4.6875,-3.125,39.0,,790.0,2.98,4.35,1.01
55799.429103,3.90625,0.0,54.0,,1660.0,3.38,5.39,0.98
55800.110103,-2.34375,0.0,38.0,,1630.0,3.02,4.80,0.97
55800.812103,2.34375,0.0,36.0,,1720.0,2.37,3.91,1.01
55801.506103,0.0,0.78125,25.0,,1700.0,2.05,3.58,0.98
55802.190103,0.0,0.78125,22.0,,1660.0,2.09,3.63,0.98
55802.848103,0.0,0.0,25.0,,1600.0,3.03,4.84,0.97
55803.564103,0.0,0.0,35.0,,1620.0,3.59,5.79,0.97
55804.266103,0.0,-2.34375,44.0,,1890.0,5.63,8.18,0.95
55805.000103,2.34375,-3.90625,63.0,,2100.0,5.47,7.98,0.95
55805.692103,2.34375,-3.90625,57.0,,2390.0,5.18,7.86,0.93
55806.413103,5.46875,-3.125,50.0,,2740.0,4.47,7.20,0.92
55807.125103,1.5625,-3.125,47.0,,2870.0,4.54,7.26,0.93
55807.781103,0.0,-3.125,27.0,,2200.0,7.99,10.23,0.93
55808.475103,0.0,-5.46875,75.0,,2000.0,7.75,10.11,0.95
55809.151103,0.0,-5.46875,79.0,,2190.0,7.44,10.03,0.93
55809.854103,0.0,-3.90625,74.0,,2420.0,5.91,8.72,0.93
55810.567103,0.0,-3.90625,60.0,,2520.0,5.20,8.03,0.92
55811.271103,2.34375,-3.125,55.0,,2580.0,3.19,5.19,0.95
55811.965103,-3.90625,0.0,39.0,,2580.0,3.11,5.09,0.95
55812.660103,0.0,0.0,31.0,,2550.0,3.02,4.95,0.95
55813.372103,3.90625,0.0,32.0,,2480.0,3.19,5.23,0.95
55814.110103,-3.90625,0.0,34.0,,2440.0,3.25,5.34,0.95
55814.798103,-2.34375,-6.25,35.0,,2510.0,11.43,12.80,0.93
55815.547103,0.0,-6.25,96.0,,2720.0,11.59,13.09,0.92
55816.216103,0.0,-6.25,96.0,,2920.0,11.45,13.07,0.92
55816.942103,0.0,-7.03125,96.0,,3440.0,7.63,10.03,0.95
55817.659103,0.0,3.90625,74.0,,3340.0,2.08,3.47,1.07
55819.021103,0.0,0.78125,20.0,,31.0,2.52,4.25,0.95
55819.734103,0.0,2.34375,22.0,,3130.0,1.18,2.01,1.07
55820.457103,0.0,-3.90625,38.0,,2280.0,5.79,8.47,0.97
55821.136103,0.0,-2.34375,59.0,,2300.0,4.33,6.80,0.97
55821.834103,0.0,0.0,37.0,,2350.0,2.84,4.51,0.98
55822.514103,5.46875,0.78125,30.0,,2350.0,2.66,4.26,0.97
55823.277103,-3.125,0.78125,27.0,,2380.0,2.62,4.20,0.98
55823.934103,0.0,3.90625,28.0,,2390.0,2.28,3.84,1.00
55825.360103,0.0,2.34375,19.0,,2370.0,2.42,4.06,0.98
55826.111103,0.0,0.78125,19.0,,2430.0,2.71,4.34,0.97
55826.781103,0.0,-2.34375,29.0,,2550.0,4.09,6.77,0.93
55827.478103,0.0,-3.125,41.0,,2640.0,4.40,7.11,0.93
55828.182103,0.0,-2.34375,44.0,,2730.0,3.99,6.66,0.93
55828.865103,2.34375,3.90625,34.0,,2840.0,2.24,3.89,0.97
55829.594103,0.0,1.5625,23.0,,2320.0,2.51,4.14,0.98
55830.965103,0.0,2.34375,19.0,,2390.0,2.41,4.07,0.97
55835.834103,0.0,1.5625,19.0,,2390.0,2.62,4.33,0.95
55836.566103,0.0,0.78125,24.0,,2370.0,2.72,4.35,0.97
55837.252103,0.0,1.5625,26.0,,2360.0,2.49,4.14,0.97
55837.958103,0.0,2.34375,25.0,,2360.0,2.38,4.03,0.98
55838.642103,0.0,2.34375,25.0,,2350.0,2.38,4.00,0.98
55839.323103,0.0,2.34375,25.0,,2320.0,2.02,3.55,1.00
55847.727103,0.0,0.0,23.0,,1960.0,2.43,4.04,0.98
55848.464103,0.0,0.0,29.0,,1070.0,2.58,3.55,1.00
55849.155103,0.0,-2.34375,34.0,,950.0,2.69,3.77,1.01
55849.842103,0.78125,-2.34375,37.0,,840.0,2.77,3.93,1.01
55850.543103,2.34375,-2.34375,37.0,,810.0,2.75,3.88,1.01
55851.255103,4.6875,-2.34375,36.0,,790.0,2.82,4.02,1.01
55851.934103,6.25,-2.34375,37.0,,780.0,2.74,3.87,1.01
55852.639103,6.25,-2.34375,36.0,,780.0,2.70,3.80,1.01
55853.315103,4.6875,-3.125,36.0,,1080.0,4.23,7.07,0.95
55854.005103,0.0,-2.34375,48.0,,2110.0,3.58,5.78,0.97
55854.728103,-3.90625,0.0,42.0,,2260.0,3.24,5.21,0.97
55855.428103,0.78125,0.0,39.0,,2570.0,3.37,5.54,1.08
55856.803103,0.0,0.0,23.0,,1420.0,2.38,3.99,0.98
55857.492103,0.0,-2.34375,29.0,,1010.0,2.72,3.86,1.00
55858.168103,0.0,-2.34375,35.0,,890.0,2.80,4.00,1.00
55858.861103,0.0,0.0,38.0,,810.0,3.99,5.40,0.93
55859.561103,2.34375,-2.34375,50.0,,1120.0,7.20,9.67,0.95
55860.259103,0.78125,-2.34375,73.0,,1850.0,8.07,10.47,0.92
55860.988103,0.0,-5.46875,82.0,,2070.0,8.95,10.93,0.93
55861.666103,7.8125,-5.46875,91.0,,2390.0,8.72,10.81,0.93
55862.360103,0.0,-3.125,77.0,,2730.0,4.67,7.39,0.93
55863.732103,0.0,0.0,22.0,,2850.0,2.41,3.78,1.05
55864.470103,0.0,-2.34375,39.0,,2230.0,3.54,5.84,0.95
55865.132103,0.0,0.0,37.0,,2270.0,3.16,5.19,0.95
55865.814103,0.0,1.5625,28.0,,2350.0,2.35,4.02,0.97
55866.521103,-5.46875,2.34375,25.0,,2370.0,2.28,3.94,0.97
55867.246103,-10.9375,1.5625,25.0,,2390.0,2.32,3.99,0.98
55867.913103,-6.25,0.0,27.0,,2420.0,3.78,6.38,0.93
55868.622103,1.5625,-3.90625,44.0,,2450.0,4.97,7.79,0.92
55869.286103,-2.34375,-3.90625,61.0,,2550.0,6.03,8.89,0.92
55869.970103,0.78125,-3.90625,60.0,,2580.0,5.51,8.31,0.93
55870.674103,0.78125,-3.90625,57.0,,2640.0,4.95,7.76,0.92
55871.348103,0.0,-3.90625,53.0,,2720.0,5.22,8.02,0.93
55872.068103,0.0,-3.90625,53.0,,2730.0,4.99,7.73,0.92
55872.770103,1.5625,-3.125,52.0,,2790.0,4.70,7.48,0.92
55873.472103,0.0,-3.125,50.0,,2810.0,4.68,7.43,0.92
55874.185103,-2.34375,-3.125,48.0,,2820.0,4.60,7.33,0.93
55874.837103,0.0,-3.125,48.0,,2830.0,4.68,7.47,0.92
55875.544103,3.90625,-3.125,48.0,,2840.0,4.52,7.23,0.93
55876.258103,8.59375,-6.25,49.0,,2950.0,9.91,11.62,0.92
55876.949103,9.375,-5.46875,93.0,,3010.0,7.59,10.18,0.93
55877.644103,-3.125,-3.90625,77.0,,3090.0,5.01,7.76,0.93
55878.322103,-3.125,-3.125,53.0,,3120.0,4.00,6.68,0.93
55879.042103,-5.46875,-3.125,48.0,,3120.0,4.01,6.69,0.95
55879.709103,-3.90625,-3.125,48.0,,3120.0,4.09,6.78,0.93
55880.413103,-3.90625,-3.125,49.0,,3130.0,4.04,6.72,0.93
55881.129103,-3.125,-3.125,49.0,,3120.0,4.11,6.79,0.93
55881.812103,0.0,-3.125,53.0,,3120.0,4.47,7.18,0.93
55882.526103,0.0,-3.90625,53.0,,3140.0,5.04,7..2,0.93
55883.222103,-2.34375,-3.90625,58.0,,3140.0,5.26,8.02,0.93
55883.886103,-3.125,-5.46875,60.0,,3140.0,4.85,7.59,0.93
55884.614103,-3.90625,-5.46875,55.0,,3130.0,4.96,7.60,0.93
55885.312103,-5.46875,-3.90625,56.0,,3100.0,4.85,7.48,0.95
55886.027103,0.0,-3.90625,55.0,,3090.0,4.97,7.61,0.93
55886.711103,0.0,-3.90625,56.0,,3060.0,4.82,7.57,0.93
55887.396103,0.78125,-3.125,55.0,,3010.0,4.56,7.14,0.93
55888.134103,2.34375,-3.125,51.0,,2970.0,4.38,7.09,0.93
55888.833103,0.78125,-2.34375,43.0,,2890.0,3.90,6.57,0.93
55889.489103,0.78125,-3.125,44.0,,2840.0,4.39,7.10,0.92
55890.181103,0.78125,-3.90625,48.0,,2800.0,4.70,7.43,0.93
55890.900103,0.78125,-3.90625,55.0,,2740.0,7.24,10.18,0.90
55891.612103,-2.34375,-6.25,77.0,,2770.0,9.78,11.33,0.93
55892.307103,6.25,-6.25,96.0,,2860.0,10.57,12.37,0.90
55893.015103,7.8125,-6.25,96.0,,2930.0,11.43,12.80,0.93
55893.683103,8.59375,-6.25,96.0,,3010.0,10.18,11.79,0.95
55894.407103,8.59375,-6.25,94.0,,3120.0,9.66,11.49,0.95
55895.101103,5.46875,-3.90625,93.0,,3180.0,9.73,11.51,0.92
55896.509103,0.0,2.34375,19.0,,2940.0,2.55,4.31,0.93
55897.216103,0.0,-3.125,31.0,,2920.0,4.10,6.81,0.92
55897.898103,0.0,-3.90625,47.0,,2870.0,5.12,7.94,0.92
55898.589103,0.78125,-3.90625,55.0,,2910.0,5.35,8.14,0.92
55899.300103,0.78125,-3.125,56.0,,2940.0,4.18,6.61,0.97
55899.959103,-2.34375,3.90625,42.0,,2900.0,2.32,3.94,0.98
55903.415103,0.0,0.0,21.0,,2490.0,2.34,3.92,0.98
55904.175103,0.0,0.0,25.0,,1520.0,2.41,3.96,1.00
55904.846103,0.0,-2.34375,33.0,,910.0,5.83,8.15,0.89
55905.523103,0.0,-6.25,88.0,,3020.0,9.67,11.74,0.89
55906.224103,7.8125,2.34375,91.0,,3390.0,4.54,6.72,1.03
55907.616103,0.0,0.0,22.0,,3100.0,0.00,0.00,1.05
55908.283103,1.5625,-5.46875,56.0,,2800.0,6.13,8.50,0.93
55909.049103,0.78125,-5.46875,64.0,,2320.0,6.89,9.25,0.97
55910.484103,0.0,0.0,23.0,,2140.0,2.26,3.90,0.97
55911.172103,0.0,-2.34375,27.0,,2270.0,3.19,5.16,0.97
55911.888103,0.0,-3.125,41.0,,2310.0,7.28,9.98,0.92
55912.569103,1.5625,-5.46875,76.0,,2440.0,9.49,11.28,0.93
55913.293103,7.8125,-5.46875,83.0,,2790.0,7.42,10.13,0.92
55914.019103,2.34375,-6.25,75.0,,2970.0,11.18,12.93,0.90
55914.693103,2.34375,-7.03125,96.0,,3240.0,11.78,13.61,0.90
55915.398103,0.0,-3.125,96.0,,3610.0,2.45,3.77,1.10
55916.128103,0.0,1.5625,23.0,,3600.0,0.00,0.00,1.19
55916.806103,1.5625,-3.90625,43.0,,2640.0,3.14,4.92,1.00
55917.495103,0.0,3.90625,39.0,,2630.0,2.25,3.90,0.97
55918.164103,0.0,3.90625,21.0,,2610.0,2.22,3.86,0.97
55918.862103,-3.125,-3.125,26.0,,2610.0,5.48,8.46,0.92
55919.557103,6.25,-3.90625,58.0,,2630.0,5.59,8.37,0.93
55920.280103,1.5625,-5.46875,56.0,,2670.0,5.49,8.29,0.93
55920.984103,7.8125,-5.46875,80.0,,2870.0,10.03,11.78,0.92
55921.674103,10.15625,-5.46875,91.0,,2960.0,9.87,11.67,0.92
55922.345103,6.25,-7.03125,91.0,,3200.0,8.95,11.03,0.92
55923.040103,7.8125,-6.25,89.0,,3320.0,8.14,10.58,0.93
55924.414103,0.78125,-3.90625,22.0,,1620.0,5.26,8.02,0.93
55925.095103,0.0,-3.90625,50.0,,2620.0,5.81,8.61,0.93
55925.829103,0.0,-5.46875,57.0,,2660.0,7.30,10.03,0.92
55926.531103,-2.34375,-5.46875,74.0,,2690.0,7.84,10.61,0.89
55927.223103,4.6875,-5.46875,86.0,,2760.0,8.93,10.95,0.92
55927.930103,4.6875,-3.90625,84.0,,2820.0,5.14,7.27,1.
55928.614103,1.5625,2.34375,38.0,,2820.0,2.25,3.97,0.98
55930.712103,0.0,0.78125,19.0,,2820.0,2.74,4.14,1.03
55931.377103,0.78125,-3.125,20.0,,2730.0,5.24,8.23,0.90
55932.103103,0.0,-3.125,51.0,,2680.0,4.23,6.86,0.95
55932.784103,0.0,0.0,34.0,,2670.0,3.07,4.94,0.97
55933.487103,2.34375,0.0,31.0,,2660.0,3.26,5.35,0.95
55934.163103,0.0,0.0,31.0,,2640.0,3.06,4.99,0.97
55934.861103,1.5625,-3.90625,35.0,,2610.0,5.43,8.24,0.93
55935.613103,0.78125,-3.90625,54.0,,2630.0,6.07,8.92,0.92
55936.318103,-2.34375,-5.46875,70.0,,2710.0,8.23,10.65,0.92
55937.006103,2.34375,-5.46875,81.0,,2780.0,7.93,10.50,0.92
55937.706103,1.5625,-3.125,76.0,,2800.0,5.30,7.68,0.98
55938.396103,0.0,-3.125,49.0,,2860.0,4.99,7.80,0.92
55939.064103,1.5625,-3.90625,54.0,,2870.0,5.01,7.77,0.93
55939.766103,0.0,-3.125,54.0,,2890.0,4.43,7.14,0.93
55940.468103,-3.125,-2.34375,48.0,,2890.0,3.17,5.10,0.97
55941.133103,0.0,1.5625,33.0,,2890.0,2.94,4.81,0.95
55946.110103,2.34375,-5.46875,24.0,,2440.0,7.28,10.11,0.92
55946.801103,0.0,-3.90625,66.0,,2370.0,5.33,8.10,0.93
55947.558103,0.0,-3.90625,56.0,,2370.0,4.95,7.69,0.93
55948.261103,0.0,-3.125,54.0,,2350.0,4.05,6.48,0.97
55949.005103,-2.34375,-2.34375,44.0,,2340.0,3.73,6.15,0.95
55949.663103,2.34375,-2.34375,42.0,,2340.0,3.73,6.15,0.95
55950.374103,0.78125,1.5625,38.0,,2300.0,2.45,4.06,0.99
55951.068103,-5.46875,1.5625,27.0,,2280.0,2.45,4.07,0.99
55951.747103,-7.03125,-3.125,38.0,,2270.0,4.50,7.22,0.93
55952.488103,0.78125,-3.125,52.0,,2280.0,4.24,6.80,0.95
55953.197103,-5.46875,-2.34375,48.0,,2290.0,3.78,6.24,0.95
55953.876103,-3.125,-3.125,44.0,,2340.0,4.11,6.70,0.95
55954.550103,0.78125,-3.125,46.0,,2370.0,4.40,7.01,0.95
55955.283103,0.0,-3.125,46.0,,2480.0,3.90,6.53,0.93
55955.994103,-3.125,-2.34375,43.0,,2520.0,3.94,6.38,0.93
55956.675103,-3.125,-2.34375,40.0,,2580.0,3.53,6.01,0.93
55957.347103,1.5625,-2.34375,39.0,,2670.0,3.46,5.69,0.95
55958.027103,0.0,3.90625,36.0,,2670.0,2.22,3.93,0.98
55958.685103,0.0,1.5625,19.0,,2660.0,2.40,4.02,1.05
55959.385103,1.5625,-2.34375,33.0,,2730.0,3.93,6.60,0.93
55960.072103,0.0,-2.34375,38.0,,2760.0,3.47,5.76,0.93
55960.770103,0.0,2.34375,32.0,,2780.0,2.42,4.08,0.97
55961.472103,-2.34375,1.5625,24.0,,2790.0,2.43,4.10,0.97
55962.190103,0.0,1.5625,25.0,,2780.0,2.49,4.14,0.97
55962.888103,-7.03125,2.34375,25.0,,2770.0,2.31,3.98,0.97
55963.581103,-13.28125,1.5625,24.0,,2750.0,2.34,4.00,0.97
55964.341103,-3.90625,0.0,24.0,,2740.0,3.11,5.16,0.95
55965.028103,4.6875,-2.34375,32.0,,2740.0,4.07,6.75,0.93
55965.725103,1.5625,-2.34375,42.0,,2750.0,4.03,6.71,0.93
55966.396103,0.0,-2.34375,41.0,,2770.0,3.77,6.34,0.93
55967.097103,0.0,0.0,37.0,,2770.0,3.50,5.79,0.95
55967.807103,2.34375,0.0,36.0,,2780.0,3.58,5.99,0.93
55968.498103,5.46875,0.0,35.0,,2770.0,3.31,5.43,0.93
55969.199103,8.59375,0.0,35.0,,2760.0,3.39,5.60,0.95
55969.939103,10.15625,-2.34375,30.0,,2760.0,3.78,6.33,0.93
55970.625103,0.78125,-2.34375,39.0,,2750.0,3.70,6.16,0.93
55971.277103,6.25,-2.34375,39.0,,2780.0,3.74,6.29,0.93
55971.963103,6.25,-2.34375,39.0,,2790.0,4.05,6.75,0.92
55972.637103,7.8125,-3.125,47.0,,2800.0,4.27,6.97,0.92
55976.101103,1.5625,-5.46875,19.0,,2650.0,7.68,10.36,0.92
55976.778103,0.0,-5.46875,68.0,,2700.0,8,10.49,0.93
55977.478103,0.0,-5.46875,81.0,,2770.0,8.23,10.65,0.92
55978.165103,4.6875,-5.46875,79.0,,2820.0,8.01,10.39,0.95
55978.893103,5.46875,2.34375,38.0,,2820.0,2.32,4.06,1.00
55979.586103,0.78125,0.0,19.0,,2830.0,3.40,5.71,0.93
55980.303103,0.0,-2.34375,37.0,,2820.0,3.38,5.66,0.93
55981.001103,0.0,2.34375,33.0,,2790.0,2.13,3.76,0.97
55982.347103,0.0,0.0,19.0,,2750.0,3.20,5.26,0.95
55983.057103,0.0,0.0,30.0,,2720.0,3.15,5.17,0.95
55983.735103,0.0,-2.34375,32.0,,2720.0,3.40,5.70,0.93
55984.396103,7.8125,-2.34375,46.0,,2730.0,3..8,6.18,0.93
55985.083103,2.34375,-3.125,38.0,,2760.0,4.72,7.52,0.92
55985.782103,0.0,-3.90625,59.0,,2800.0,4.97,7.74,0.93
55986.501103,4.6875,-2.34375,49.0,,2810.0,3.94,6.37,0.95
55987.184103,6.25,4.6875,32.0,,2810.0,2.23,3.86,0.97
55987.838103,0.0,0.0,20.0,,2810.0,3.36,5.64,0.93
55988.533103,2.34375,-3.125,34.0,,2790.0,4.95,7.69,0.93
55989.197103,2.34375,-2.34375,48.0,,2770.0,4.31,7.01,0.93
55989.905103,0.0,0.0,25.0,,2440.0,3.75,6.36,0.92
55992.068103,0.0,1.5625,19.0,,2590.0,2.48,4.13,0.97
55993.442103,0.0,0.0,26.0,,2530.0,2.61,4.17,1.00
55994.161103,0.0,0.0,22.0,,2530.0,2.77,4.52,0.95
55994.828103,1.5625,0.0,30.0,,2560.0,3.32,5.38,0.97
55995.498103,3.90625,0.0,32.0,,2560.0,3.21,5.27,0.95
55996.501103,0.78125,-2.34375,38.0,,2580.0,3.86,6.50,0.93
55997.169103,0.78125,-2.34375,38.0,,2610.0,3.52,5.91,0.93
55997.842103,5.46875,-2.34375,36.0,,2640.0,3.59,6.00,0.93
55998.529103,5.46875,-3.125,37.0,,2650.0,4.47,7.25,0.92
55999.209103,6.25,-3.125,49.0,,2660.0,4.95,7.75,0.92
55999.871103,-2.34375,0.0,42.0,,2660.0,2.97,4.76,0.97
56000.570103,6.25,3.90625,28.0,,2640.0,2.22,3.87,0.97
56001.273103,0.0,2.34375,22.0,,2620.0,2.39,4.05,0.97
56001.957103,0.0,2.34375,23.0,,2600.0,2.45,4.10,0.97
56002.629103,-2.34375,0.0,27.0,,2590.0,3.34,5.50,0.95
56003.310103,7.8125,-2.34375,36.0,,2570.0,3.54,5.83,0.95
56003.999103,3.90625,-3.90625,37.0,,2590.0,5.35,8.20,0.92
56004.668103,4.6875,-3.90625,54.0,,2590.0,5.03,7.83,0.92
56005.344103,4.6875,-3.90625,55.0,,2640.0,5.49,8.33,0.93
56006.044103,0.78125,-3.90625,57.0,,2650.0,5.18,7.94,0.93
56006.717103,0.0,-3.125,51.0,,2660.0,4.82,7.55,0.93
56007.413103,0.0,-3.125,50.0,,2680.0,4.59,7.31,0.93
56008.110103,-2.34375,-2.34375,45.0,,2680.0,3.91,6.58,0.93
56008.790103,2.34375,-3.90625,43.0,,2690.0,4.80,7.53,0.93
56009.477103,1.5625,-3.125,50.0,,2690.0,4.56,7.38,0.93
56010.169103,2.34375,-2.34375,49.0,,2710.0,4.36,7.06,0.93
56010.878103,-2.34375,0.0,39.0,,2720.0,3.39,5.58,0.95
56011.571103,0.0,0.0,34.0,,2720.0,3.31,5.55,0.93
56012.292103,0.78125,-3.90625,35.0,,2750.0,5.51,8.35,0.92
56013.019103,-2.34375,-3.125,56.0,,,4.57,7.28,0.93
56013.723103,0.0,2.34375,35.0,,2760.0,2.47,4.11,0.97
56014.424103,-5.46875,1.5625,24.0,,2750.0,2.37,4.03,0.97
56015.114103,-6.25,1.5625,25.0,,2740.0,2.48,4.13,0.97
56015.829103,-6.25,0.0,25.0,,2720.0,3.76,6.32,0.93
56016.510103,0.78125,-2.34375,38.0,,2720.0,4.01,6.69,0.93
56017.174103,0.0,-2.34375,40.0,,2720.0,3.84,6.47,0.93
56017.839103,-3.125,-3.125,39.0,,2730.0,4.52,7.23,0.93
56018.521103,0.78125,-3.125,45.0,,2730.0,4.12,6.90,0.93
56019.235103,0.78125,0.0,41.0,,2740.0,3.85,6.48,0.93
56019.921103,0.78125,3.90625,22.0,,2730.0,3.10,5.24,0.92
